transaction_amount,buyer_account_age_days,seller_trust_score,num_previous_disputes,velocity_1h,seller_rating,is_new_seller,payment_method,category,is_fraud
895.55,114.0,89.23,0.0,2.0,4.16,0.0,card,Home & Kitchen,0
616.09,421.0,22.08,0.0,3.0,1.35,1.0,upi,Home & Kitchen,1
274.14,111.0,65.96,1.0,2.0,3.31,0.0,upi,Electronics,0
792.07,109.0,55.71,0.0,3.0,2.8,0.0,upi,Beauty,0
544.76,286.0,89.46,0.0,1.0,4.67,0.0,card,Electronics,0
1384.15,95.0,92.52,1.0,1.0,3.85,0.0,card,Grocery,0
145.23,81.0,75.57,0.0,1.0,3.79,0.0,wallet,Electronics,0
1482.02,790.0,94.18,0.0,2.0,4.34,0.0,cod,Grocery,0
749.76,1.0,97.38,0.0,0.0,5.0,0.0,cod,Pharmacy,0
1230.19,61.0,91.45,0.0,1.0,4.67,0.0,wallet,Electronics,0
1991.52,193.0,46.71,0.0,1.0,2.84,0.0,upi,Fashion,0
1035.65,258.0,37.92,0.0,1.0,2.34,1.0,upi,Home & Kitchen,0
1465.58,293.0,52.62,0.0,0.0,2.45,0.0,card,Beauty,0
226.56,133.0,53.66,0.0,2.0,2.77,0.0,card,Electronics,0
249.59,114.0,87.44,1.0,1.0,4.86,0.0,cod,Food & Beverage,0
608.67,12.0,50.28,0.0,0.0,2.66,1.0,card,Grocery,0
471.83,23.0,64.13,0.0,4.0,3.42,0.0,upi,Grocery,1
1096.14,490.0,84.24,0.0,0.0,4.71,0.0,upi,Electronics,0
1095.2,148.0,38.79,0.0,2.0,2.39,0.0,upi,Grocery,0
1705.84,28.0,90.78,0.0,1.0,4.61,0.0,upi,Electronics,0
745.67,535.0,90.57,1.0,2.0,4.86,0.0,upi,Pharmacy,0
226.81,53.0,96.56,0.0,1.0,5.0,0.0,card,Beauty,0
1718.35,201.0,88.94,0.0,2.0,4.97,0.0,card,Grocery,0
1663.23,235.0,84.47,0.0,2.0,4.27,0.0,upi,Beauty,0
614.81,881.0,78.08,0.0,1.0,4.3,0.0,cod,Electronics,0
1696.09,48.0,55.92,1.0,0.0,2.69,0.0,upi,Grocery,0
206.14,85.0,66.5,0.0,1.0,3.48,0.0,upi,Home & Kitchen,0
649.79,112.0,94.5,0.0,2.0,5.0,0.0,card,Food & Beverage,0
321.74,207.0,85.53,0.0,0.0,4.5,0.0,cod,Books,0
1440.67,148.0,21.01,1.0,2.0,1.17,1.0,card,Grocery,1
478.83,83.0,80.16,0.0,2.0,4.02,0.0,upi,Beauty,0
1565.0,244.0,72.49,1.0,1.0,3.86,0.0,upi,Home & Kitchen,0
299.88,208.0,80.33,0.0,1.0,4.19,0.0,cod,Electronics,0
2781.32,143.0,20.59,1.0,0.0,1.08,1.0,upi,Beauty,0
605.05,93.0,71.89,0.0,1.0,3.82,0.0,wallet,Beauty,0
557.53,29.0,87.32,0.0,2.0,3.94,0.0,upi,Grocery,0
1369.02,65.0,29.01,0.0,1.0,1.6,0.0,upi,Home & Kitchen,0
1033.96,94.0,82.45,0.0,1.0,3.63,0.0,card,Books,0
609.95,59.0,80.14,1.0,1.0,3.76,0.0,card,Grocery,0
543.42,399.0,93.8,1.0,1.0,4.81,0.0,card,Grocery,0
2241.16,84.0,71.43,0.0,1.0,3.57,0.0,card,Beauty,0
714.15,416.0,84.2,0.0,0.0,3.72,0.0,cod,Books,0
735.4,160.0,74.22,0.0,0.0,3.16,0.0,wallet,Pharmacy,0
300.72,68.0,45.2,0.0,2.0,2.17,1.0,cod,Pharmacy,1
1927.01,12.0,79.12,0.0,1.0,3.42,0.0,card,Books,0
378.85,5.0,26.5,1.0,1.0,1.0,1.0,upi,Grocery,0
347.93,25.0,45.67,0.0,1.0,2.12,0.0,card,Pharmacy,0
1489.86,314.0,80.79,1.0,1.0,4.31,0.0,cod,Books,0
65.47,43.0,69.84,0.0,1.0,3.15,0.0,cod,Food & Beverage,0
882.32,404.0,71.88,0.0,0.0,2.95,0.0,upi,Electronics,0
555.47,341.0,74.5,1.0,3.0,4.13,0.0,card,Books,0
665.34,79.0,89.5,0.0,0.0,4.73,0.0,upi,Home & Kitchen,0
388.92,2.0,89.5,0.0,2.0,4.58,0.0,card,Fashion,0
472.48,12.0,46.17,0.0,2.0,2.3,0.0,cod,Electronics,0
154.23,230.0,27.55,0.0,0.0,2.01,1.0,wallet,Beauty,1
1369.88,308.0,77.7,0.0,0.0,3.98,0.0,upi,Electronics,0
612.82,206.0,74.58,2.0,0.0,3.76,0.0,upi,Books,0
1566.95,64.0,49.0,0.0,3.0,2.4,0.0,upi,Electronics,0
3023.86,852.0,82.43,0.0,0.0,4.25,0.0,cod,Beauty,0
308.6,118.0,79.76,0.0,0.0,3.77,0.0,upi,Grocery,0
1184.56,52.0,88.03,0.0,1.0,4.74,0.0,upi,Electronics,0
340.79,68.0,85.39,0.0,3.0,4.66,0.0,upi,Food & Beverage,0
427.25,6.0,81.6,1.0,1.0,4.46,0.0,cod,Books,0
709.97,450.0,36.97,0.0,1.0,1.83,0.0,upi,Home & Kitchen,0
2708.6,177.0,92.45,0.0,0.0,4.74,0.0,upi,Fashion,0
576.98,28.0,46.0,0.0,3.0,1.9,0.0,upi,Pharmacy,0
694.5,34.0,65.06,1.0,1.0,2.88,0.0,card,Fashion,0
884.09,98.0,81.31,0.0,1.0,4.3,0.0,upi,Fashion,0
683.88,390.0,82.84,0.0,1.0,4.42,0.0,upi,Pharmacy,0
307.6,597.0,50.58,0.0,0.0,2.01,0.0,cod,Home & Kitchen,0
1656.88,26.0,82.57,0.0,0.0,3.74,0.0,upi,Fashion,0
530.95,209.0,87.77,1.0,0.0,4.11,0.0,upi,Fashion,0
222.83,102.0,83.08,0.0,1.0,4.26,0.0,cod,Home & Kitchen,0
942.24,274.0,80.78,0.0,1.0,3.91,0.0,upi,Food & Beverage,0
1728.28,26.0,40.24,0.0,3.0,1.66,1.0,upi,Electronics,0
385.31,355.0,81.56,0.0,1.0,3.98,0.0,upi,Electronics,0
619.17,18.0,78.27,0.0,2.0,3.81,0.0,card,Grocery,0
731.05,751.0,33.56,0.0,2.0,1.95,1.0,upi,Electronics,1
498.49,341.0,59.76,1.0,3.0,2.91,0.0,cod,Grocery,0
750.91,87.0,37.9,2.0,3.0,2.33,1.0,upi,Beauty,0
2189.7,339.0,36.08,0.0,2.0,1.19,1.0,wallet,Fashion,1
762.65,241.0,69.5,1.0,0.0,3.61,0.0,upi,Pharmacy,0
1089.89,251.0,95.22,0.0,1.0,5.0,0.0,upi,Home & Kitchen,0
558.54,231.0,81.67,0.0,0.0,4.04,0.0,upi,Pharmacy,0
924.74,276.0,36.97,0.0,0.0,1.76,1.0,cod,Food & Beverage,1
1010.71,68.0,64.88,1.0,0.0,3.05,0.0,upi,Grocery,0
1312.04,91.0,90.14,0.0,0.0,4.07,0.0,upi,Electronics,0
516.36,489.0,76.28,0.0,1.0,4.13,0.0,card,Food & Beverage,0
639.78,227.0,58.39,0.0,2.0,2.68,0.0,upi,Pharmacy,0
1406.63,261.0,83.07,1.0,3.0,4.43,0.0,card,Grocery,0
554.03,272.0,51.05,1.0,4.0,2.67,0.0,upi,Books,1
306.66,36.0,43.46,4.0,1.0,2.37,1.0,upi,Food & Beverage,1
500.26,37.0,77.51,0.0,0.0,3.59,0.0,wallet,Home & Kitchen,0
1375.09,411.0,84.25,0.0,3.0,4.32,0.0,upi,Beauty,0
1520.21,624.0,68.09,0.0,2.0,3.41,0.0,upi,Books,0
1208.47,138.0,80.91,1.0,0.0,4.1,0.0,card,Books,0
1693.08,150.0,93.99,0.0,0.0,3.95,0.0,cod,Pharmacy,0
2076.15,36.0,51.18,0.0,1.0,2.72,0.0,card,Beauty,0
1253.83,383.0,38.82,0.0,1.0,2.61,1.0,cod,Books,0
682.81,60.0,52.16,0.0,1.0,2.23,0.0,upi,Electronics,0
235.58,142.0,83.13,1.0,5.0,4.44,0.0,upi,Fashion,0
289.01,312.0,82.75,1.0,0.0,4.07,0.0,card,Beauty,0
406.07,21.0,38.66,1.0,2.0,1.62,0.0,cod,Pharmacy,0
1560.01,446.0,75.32,1.0,0.0,3.56,0.0,upi,Fashion,0
429.6,101.0,56.95,1.0,1.0,3.29,0.0,card,Electronics,0
426.47,133.0,80.4,0.0,2.0,4.11,0.0,cod,Beauty,0
462.91,135.0,41.03,0.0,0.0,2.01,1.0,upi,Books,0
748.48,167.0,66.23,0.0,2.0,2.84,0.0,upi,Grocery,0
942.63,393.0,88.23,1.0,0.0,4.58,0.0,card,Fashion,0
940.5,53.0,78.32,0.0,1.0,4.24,0.0,upi,Food & Beverage,0
474.45,55.0,60.02,0.0,0.0,3.09,0.0,upi,Electronics,0
1492.2,422.0,39.12,0.0,1.0,1.61,0.0,cod,Food & Beverage,0
707.88,253.0,43.88,0.0,3.0,2.35,1.0,upi,Beauty,1
1352.94,87.0,26.87,1.0,0.0,1.9,1.0,cod,Grocery,1
783.85,118.0,54.91,0.0,0.0,2.7,1.0,cod,Electronics,0
461.28,471.0,28.98,0.0,1.0,1.76,1.0,upi,Grocery,0
571.09,113.0,67.91,0.0,2.0,3.33,0.0,card,Fashion,0
388.49,254.0,90.63,0.0,2.0,4.48,0.0,card,Electronics,0
215.23,371.0,74.78,0.0,0.0,3.8,0.0,upi,Home & Kitchen,0
852.58,115.0,79.18,0.0,0.0,3.85,0.0,card,Beauty,0
342.64,583.0,95.25,0.0,1.0,4.63,0.0,upi,Electronics,0
261.61,111.0,48.44,1.0,2.0,2.43,0.0,cod,Books,0
1307.21,530.0,65.06,0.0,0.0,3.54,0.0,upi,Grocery,0
1766.72,54.0,52.06,0.0,1.0,2.63,1.0,upi,Pharmacy,1
427.97,67.0,85.36,1.0,3.0,4.26,0.0,upi,Fashion,0
4796.06,198.0,75.65,1.0,1.0,3.84,0.0,card,Electronics,0
1280.56,868.0,87.35,0.0,3.0,4.84,0.0,card,Electronics,0
846.73,10.0,91.68,0.0,2.0,4.29,0.0,card,Food & Beverage,0
153.7,120.0,93.16,0.0,2.0,4.86,0.0,wallet,Pharmacy,0
1077.29,32.0,31.89,0.0,1.0,1.85,1.0,card,Pharmacy,0
309.02,213.0,75.23,0.0,2.0,3.71,0.0,card,Grocery,0
350.15,449.0,43.88,0.0,1.0,2.56,1.0,upi,Food & Beverage,0
1156.91,353.0,78.38,0.0,3.0,4.2,0.0,cod,Pharmacy,0
2552.32,211.0,79.54,0.0,1.0,4.23,0.0,upi,Grocery,0
874.5,281.0,23.3,0.0,0.0,1.0,1.0,card,Beauty,1
1480.84,60.0,85.19,1.0,1.0,4.1,0.0,wallet,Food & Beverage,0
2520.77,618.0,69.88,0.0,4.0,3.29,0.0,cod,Beauty,0
212.76,28.0,86.12,0.0,2.0,4.52,0.0,upi,Pharmacy,0
1169.58,205.0,71.84,0.0,2.0,3.86,0.0,card,Beauty,0
1807.24,99.0,70.02,0.0,0.0,3.43,0.0,upi,Grocery,0
1620.46,438.0,51.79,0.0,1.0,2.51,0.0,card,Beauty,0
1718.61,802.0,88.68,0.0,3.0,5.0,0.0,card,Pharmacy,0
517.41,27.0,64.06,0.0,1.0,3.26,0.0,card,Beauty,0
966.53,119.0,70.52,0.0,2.0,3.66,0.0,upi,Books,0
1821.01,10.0,38.1,0.0,3.0,1.83,0.0,cod,Home & Kitchen,0
1140.07,24.0,78.19,0.0,2.0,4.31,0.0,upi,Pharmacy,0
277.88,12.0,37.84,0.0,2.0,2.02,1.0,upi,Fashion,1
324.83,475.0,78.65,0.0,2.0,3.99,0.0,upi,Grocery,0
1653.88,43.0,61.4,0.0,1.0,3.14,0.0,cod,Fashion,0
83.01,235.0,71.77,1.0,2.0,3.47,0.0,upi,Pharmacy,0
1190.76,252.0,38.47,0.0,2.0,1.64,0.0,card,Grocery,0
1353.75,131.0,87.21,0.0,1.0,4.36,0.0,cod,Electronics,0
1044.33,508.0,61.42,0.0,1.0,3.54,0.0,card,Home & Kitchen,0
1358.85,12.0,53.48,1.0,2.0,2.59,0.0,card,Food & Beverage,0
1350.35,365.0,47.8,0.0,0.0,2.71,1.0,cod,Home & Kitchen,0
102.91,120.0,36.02,0.0,1.0,1.68,1.0,wallet,Grocery,0
163.95,331.0,65.37,0.0,2.0,2.71,0.0,upi,Food & Beverage,0
432.52,345.0,39.81,2.0,0.0,1.83,0.0,card,Beauty,0
1041.41,8.0,82.05,1.0,1.0,3.62,0.0,upi,Home & Kitchen,0
964.08,204.0,83.22,0.0,3.0,4.39,0.0,upi,Fashion,0
331.73,29.0,25.58,0.0,1.0,1.0,1.0,upi,Food & Beverage,0
1886.46,46.0,90.96,1.0,2.0,4.57,0.0,card,Books,0
2983.12,150.0,73.85,2.0,4.0,3.47,0.0,cod,Food & Beverage,1
1350.05,65.0,83.64,1.0,2.0,4.0,0.0,cod,Grocery,0
950.93,54.0,59.83,1.0,3.0,3.25,0.0,upi,Fashion,0
1053.54,51.0,58.73,0.0,1.0,2.9,0.0,upi,Food & Beverage,0
466.48,39.0,32.63,1.0,2.0,1.62,1.0,wallet,Home & Kitchen,0
266.21,391.0,48.88,1.0,1.0,2.42,0.0,card,Beauty,0
1508.11,165.0,69.21,0.0,0.0,3.34,0.0,wallet,Fashion,0
1341.07,545.0,58.18,0.0,2.0,2.67,0.0,upi,Home & Kitchen,0
1519.59,53.0,78.86,0.0,2.0,3.44,0.0,upi,Grocery,0
1015.06,111.0,54.89,1.0,4.0,2.86,0.0,card,Fashion,0
250.13,144.0,79.61,2.0,1.0,4.07,0.0,cod,Food & Beverage,0
235.78,166.0,49.97,1.0,0.0,2.84,0.0,upi,Food & Beverage,0
340.19,3.0,62.82,2.0,3.0,3.26,0.0,upi,Food & Beverage,0
2066.28,281.0,80.28,1.0,2.0,3.88,0.0,cod,Pharmacy,0
218.96,42.0,90.93,0.0,0.0,4.5,0.0,upi,Grocery,0
695.49,48.0,74.54,1.0,2.0,3.9,0.0,upi,Electronics,0
507.4,201.0,48.05,0.0,2.0,2.73,0.0,cod,Pharmacy,0
242.92,255.0,84.24,0.0,1.0,4.09,0.0,upi,Electronics,0
1105.21,412.0,75.15,0.0,2.0,4.09,0.0,card,Food & Beverage,0
2111.44,46.0,48.84,0.0,1.0,2.42,0.0,upi,Beauty,0
743.19,260.0,79.21,0.0,0.0,3.76,0.0,wallet,Grocery,0
187.62,50.0,27.71,0.0,3.0,1.19,1.0,card,Beauty,1
607.02,127.0,46.04,0.0,2.0,2.22,1.0,wallet,Home & Kitchen,0
483.51,121.0,56.26,1.0,1.0,2.81,0.0,cod,Books,0
610.19,83.0,88.64,1.0,1.0,4.78,0.0,cod,Electronics,0
663.35,45.0,40.35,1.0,0.0,2.58,0.0,upi,Books,0
2349.19,366.0,91.26,0.0,1.0,4.5,0.0,card,Home & Kitchen,0
1059.15,357.0,91.43,0.0,1.0,4.16,0.0,upi,Electronics,0
1050.05,318.0,88.96,1.0,2.0,4.27,0.0,card,Electronics,0
475.7,104.0,50.04,0.0,1.0,2.41,1.0,wallet,Electronics,0
1473.23,136.0,84.69,1.0,3.0,4.32,0.0,upi,Grocery,0
1603.04,670.0,46.36,0.0,0.0,1.78,0.0,upi,Grocery,0
1210.98,76.0,84.74,0.0,2.0,4.55,0.0,upi,Grocery,0
1133.22,337.0,59.87,1.0,2.0,2.72,0.0,card,Books,0
234.3,148.0,78.05,1.0,1.0,4.0,0.0,wallet,Books,0
1025.32,27.0,90.74,0.0,2.0,4.5,0.0,card,Food & Beverage,0
1982.42,91.0,33.13,0.0,1.0,1.46,1.0,cod,Grocery,1
1061.52,149.0,22.64,1.0,2.0,1.53,1.0,upi,Grocery,1
1337.4,23.0,78.92,1.0,1.0,3.81,0.0,upi,Electronics,0
612.18,57.0,81.04,1.0,2.0,3.77,0.0,upi,Pharmacy,0
445.84,13.0,59.45,0.0,1.0,3.13,0.0,upi,Pharmacy,0
308.72,465.0,47.21,0.0,0.0,2.63,0.0,cod,Home & Kitchen,0
1768.07,344.0,67.43,0.0,0.0,3.31,0.0,cod,Pharmacy,0
714.08,76.0,37.36,1.0,3.0,1.92,0.0,upi,Books,0
1614.21,282.0,76.22,1.0,0.0,4.1,0.0,card,Grocery,0
554.68,92.0,88.64,0.0,1.0,4.37,0.0,card,Fashion,0
1688.84,226.0,65.66,0.0,1.0,3.21,0.0,cod,Beauty,0
828.8,344.0,80.35,3.0,0.0,4.25,0.0,upi,Fashion,0
607.78,75.0,50.92,0.0,0.0,2.5,0.0,upi,Home & Kitchen,0
611.75,98.0,56.21,1.0,1.0,2.58,0.0,upi,Grocery,0
1435.29,459.0,55.72,0.0,1.0,2.79,0.0,upi,Electronics,0
1059.61,93.0,65.21,0.0,2.0,2.97,0.0,upi,Electronics,0
1441.62,177.0,62.59,0.0,1.0,3.11,0.0,cod,Food & Beverage,0
1963.71,8.0,74.04,0.0,1.0,3.99,0.0,wallet,Pharmacy,0
674.83,261.0,73.36,0.0,1.0,3.3,0.0,card,Books,0
1226.36,200.0,86.09,0.0,1.0,4.29,0.0,cod,Books,0
746.55,44.0,58.21,0.0,0.0,3.09,0.0,card,Fashion,0
574.76,308.0,95.43,0.0,1.0,4.75,0.0,card,Pharmacy,0
1070.39,274.0,49.72,0.0,2.0,2.9,0.0,cod,Electronics,0
232.63,189.0,91.2,0.0,2.0,4.58,0.0,cod,Food & Beverage,0
1547.43,302.0,60.86,0.0,2.0,3.16,0.0,upi,Fashion,0
984.66,73.0,23.83,1.0,2.0,1.61,1.0,cod,Beauty,1
462.39,20.0,81.8,1.0,2.0,4.25,0.0,upi,Books,0
1001.36,464.0,94.29,1.0,2.0,4.71,0.0,upi,Beauty,0
177.92,652.0,51.88,0.0,1.0,2.47,0.0,upi,Food & Beverage,0
300.38,96.0,57.28,0.0,2.0,2.82,0.0,card,Electronics,0
301.86,210.0,24.99,1.0,0.0,1.35,1.0,upi,Food & Beverage,0
275.39,97.0,66.08,0.0,2.0,3.07,0.0,cod,Home & Kitchen,0
689.2,112.0,31.94,1.0,1.0,1.99,1.0,card,Books,0
997.91,74.0,35.92,1.0,1.0,2.49,0.0,upi,Fashion,0
3726.26,208.0,91.97,0.0,1.0,4.6,0.0,cod,Electronics,0
1712.05,161.0,23.13,0.0,3.0,1.0,1.0,cod,Pharmacy,1
140.59,17.0,92.47,0.0,1.0,4.86,0.0,cod,Food & Beverage,0
2390.6,370.0,92.5,0.0,1.0,4.66,0.0,upi,Grocery,0
467.29,3.0,67.26,1.0,3.0,3.56,0.0,upi,Books,0
1162.42,163.0,81.37,0.0,0.0,4.06,0.0,upi,Beauty,0
704.48,7.0,69.95,0.0,1.0,3.78,0.0,cod,Pharmacy,0
2494.21,287.0,79.77,0.0,0.0,3.77,0.0,upi,Food & Beverage,0
1613.69,210.0,96.33,0.0,0.0,4.94,0.0,upi,Home & Kitchen,0
2256.33,643.0,74.91,2.0,1.0,3.84,0.0,card,Books,0
1208.32,102.0,72.58,0.0,0.0,3.75,0.0,upi,Books,0
552.58,357.0,65.07,0.0,0.0,3.49,0.0,card,Pharmacy,0
1335.77,211.0,31.97,0.0,0.0,1.88,1.0,card,Grocery,0
1964.41,297.0,90.14,0.0,0.0,4.17,0.0,upi,Beauty,0
408.29,307.0,51.27,1.0,2.0,2.8,0.0,wallet,Fashion,0
1102.44,358.0,49.1,0.0,1.0,2.51,0.0,upi,Grocery,0
1490.94,539.0,91.15,1.0,2.0,4.5,0.0,card,Grocery,0
513.28,22.0,46.95,1.0,1.0,2.43,0.0,cod,Books,0
614.86,252.0,53.97,0.0,1.0,2.77,1.0,card,Home & Kitchen,0
751.52,16.0,74.19,1.0,1.0,3.74,0.0,upi,Grocery,0
1110.36,14.0,49.29,0.0,4.0,1.94,0.0,card,Pharmacy,1
829.7,661.0,87.93,2.0,0.0,4.44,0.0,wallet,Pharmacy,0
893.91,207.0,79.79,1.0,2.0,3.93,0.0,cod,Home & Kitchen,0
2674.62,2.0,42.64,1.0,0.0,2.24,1.0,upi,Beauty,0
806.0,60.0,87.86,0.0,1.0,4.38,0.0,upi,Beauty,0
2145.23,167.0,81.54,0.0,4.0,4.72,0.0,upi,Books,0
3479.61,85.0,84.59,0.0,2.0,4.17,0.0,wallet,Home & Kitchen,0
439.14,216.0,79.33,0.0,3.0,3.51,0.0,wallet,Grocery,0
1644.1,35.0,28.88,2.0,0.0,1.42,0.0,upi,Grocery,0
581.59,63.0,47.62,0.0,1.0,2.25,1.0,card,Pharmacy,1
1593.48,60.0,64.06,0.0,1.0,3.27,0.0,upi,Grocery,0
565.96,599.0,77.58,0.0,1.0,3.74,0.0,card,Books,0
127.5,12.0,48.96,1.0,2.0,2.64,0.0,upi,Grocery,1
1430.98,50.0,92.99,0.0,1.0,4.65,0.0,upi,Pharmacy,0
914.11,216.0,72.13,1.0,3.0,3.71,0.0,upi,Food & Beverage,0
2017.07,228.0,38.78,1.0,0.0,2.38,0.0,cod,Electronics,0
559.43,5.0,97.51,0.0,2.0,4.9,0.0,upi,Grocery,0
799.76,215.0,67.91,0.0,0.0,3.0,0.0,upi,Books,0
536.98,253.0,73.7,0.0,2.0,3.54,0.0,card,Fashion,0
292.32,153.0,47.3,0.0,0.0,1.95,1.0,upi,Fashion,0
1079.93,23.0,69.96,0.0,0.0,3.32,0.0,upi,Beauty,0
802.78,183.0,92.52,0.0,1.0,3.57,0.0,card,Fashion,0
171.65,18.0,36.21,0.0,1.0,2.06,1.0,upi,Beauty,0
2063.99,98.0,64.79,0.0,1.0,2.79,0.0,upi,Fashion,0
880.53,142.0,85.76,0.0,0.0,4.5,0.0,cod,Beauty,0
524.55,231.0,84.73,1.0,1.0,4.04,0.0,card,Grocery,0
1444.88,89.0,46.8,0.0,0.0,2.26,0.0,cod,Beauty,0
1745.28,134.0,20.27,0.0,0.0,1.5,1.0,upi,Beauty,0
319.14,330.0,71.5,0.0,1.0,3.48,0.0,cod,Home & Kitchen,0
278.1,25.0,75.97,0.0,2.0,3.51,0.0,upi,Fashion,0
615.45,624.0,25.27,1.0,1.0,1.11,0.0,cod,Pharmacy,0
1132.02,442.0,66.1,0.0,1.0,2.93,0.0,card,Fashion,0
2311.95,591.0,82.34,0.0,1.0,4.37,0.0,card,Fashion,0
80.04,110.0,78.26,2.0,0.0,4.08,0.0,upi,Electronics,0
2795.03,46.0,66.36,0.0,0.0,3.23,0.0,upi,Home & Kitchen,0
948.25,291.0,47.19,2.0,2.0,2.59,0.0,upi,Home & Kitchen,0
1960.38,158.0,30.03,0.0,0.0,1.68,1.0,upi,Home & Kitchen,0
1867.58,239.0,46.69,0.0,1.0,2.25,0.0,upi,Fashion,0
803.58,410.0,89.39,0.0,1.0,4.54,0.0,upi,Fashion,0
604.65,103.0,42.81,1.0,1.0,2.07,0.0,upi,Pharmacy,0
1190.15,195.0,87.34,0.0,0.0,4.17,0.0,card,Books,0
966.29,85.0,64.86,0.0,2.0,2.48,0.0,upi,Pharmacy,0
500.85,144.0,91.06,2.0,0.0,4.47,0.0,wallet,Books,0
804.73,531.0,57.61,1.0,2.0,2.88,0.0,card,Beauty,0
652.76,6.0,47.82,1.0,0.0,1.97,0.0,upi,Pharmacy,0
862.05,10.0,72.96,0.0,1.0,3.9,0.0,upi,Fashion,0
1742.79,343.0,28.91,0.0,0.0,1.37,1.0,upi,Pharmacy,0
648.8,287.0,87.71,0.0,1.0,4.51,0.0,upi,Beauty,0
1038.85,189.0,38.94,0.0,0.0,2.02,1.0,upi,Food & Beverage,0
793.17,51.0,29.14,0.0,1.0,1.42,1.0,upi,Home & Kitchen,1
786.13,32.0,54.43,1.0,1.0,2.54,0.0,upi,Fashion,0
701.04,58.0,24.92,1.0,0.0,1.03,1.0,upi,Home & Kitchen,1
1214.69,247.0,35.51,0.0,0.0,1.26,1.0,upi,Beauty,0
95.96,94.0,66.67,0.0,6.0,3.77,0.0,card,Grocery,0
1228.84,88.0,81.18,0.0,1.0,4.15,0.0,cod,Fashion,0
990.33,156.0,72.66,0.0,1.0,3.33,0.0,upi,Home & Kitchen,0
943.34,156.0,71.92,1.0,1.0,3.76,0.0,card,Books,0
1356.19,211.0,73.69,0.0,2.0,3.33,0.0,wallet,Beauty,0
190.29,260.0,75.92,1.0,1.0,3.97,0.0,cod,Beauty,0
1703.61,587.0,51.4,0.0,2.0,2.69,0.0,upi,Fashion,0
684.6,39.0,71.4,0.0,1.0,3.37,0.0,upi,Beauty,0
654.51,115.0,81.03,0.0,1.0,3.57,0.0,upi,Books,0
416.07,56.0,70.31,1.0,0.0,3.36,0.0,card,Home & Kitchen,0
461.26,220.0,40.84,0.0,0.0,2.06,0.0,cod,Food & Beverage,0
184.06,83.0,24.77,0.0,1.0,1.0,1.0,upi,Beauty,1
887.35,265.0,84.5,2.0,5.0,4.01,0.0,card,Food & Beverage,0
555.97,318.0,84.22,0.0,1.0,4.59,0.0,cod,Fashion,0
1518.02,19.0,88.33,0.0,0.0,4.39,0.0,upi,Home & Kitchen,0
1078.48,330.0,60.41,0.0,0.0,3.81,0.0,upi,Beauty,0
967.8,67.0,75.39,0.0,2.0,3.89,0.0,upi,Electronics,0
602.95,55.0,69.58,0.0,4.0,3.41,0.0,card,Electronics,0
727.61,97.0,69.82,0.0,1.0,3.21,0.0,upi,Beauty,0
2260.3,109.0,95.73,0.0,0.0,4.44,0.0,upi,Electronics,0
596.52,57.0,89.43,1.0,2.0,4.51,0.0,wallet,Electronics,0
86.71,1.0,93.8,0.0,0.0,4.54,0.0,upi,Electronics,0
703.57,75.0,48.28,2.0,1.0,2.31,0.0,upi,Pharmacy,0
372.83,394.0,46.7,0.0,3.0,2.38,0.0,cod,Electronics,0
660.72,11.0,81.87,0.0,1.0,3.88,0.0,wallet,Beauty,0
853.43,62.0,82.9,0.0,3.0,4.4,0.0,card,Home & Kitchen,0
378.17,210.0,30.24,0.0,0.0,1.59,1.0,cod,Electronics,1
172.78,42.0,39.08,0.0,0.0,1.77,1.0,upi,Grocery,0
713.97,37.0,78.78,0.0,1.0,4.0,0.0,upi,Pharmacy,0
2056.34,53.0,62.32,0.0,0.0,2.42,0.0,wallet,Fashion,0
821.18,161.0,62.49,0.0,3.0,3.24,0.0,wallet,Books,0
1011.81,208.0,95.8,0.0,1.0,4.9,0.0,upi,Home & Kitchen,0
634.8,381.0,85.01,0.0,0.0,3.63,0.0,cod,Fashion,0
1142.74,135.0,91.46,0.0,2.0,4.01,0.0,upi,Electronics,0
1369.02,252.0,39.39,2.0,1.0,1.87,0.0,upi,Grocery,0
1803.29,322.0,90.38,0.0,0.0,4.32,0.0,card,Fashion,0
2173.52,6.0,49.32,0.0,0.0,2.45,0.0,card,Electronics,0
1058.82,52.0,80.79,1.0,0.0,4.05,0.0,upi,Beauty,0
1838.6,43.0,73.88,1.0,0.0,4.15,0.0,upi,Grocery,0
1523.76,157.0,49.31,1.0,1.0,2.36,0.0,card,Books,0
1162.69,109.0,78.79,0.0,1.0,4.12,0.0,upi,Home & Kitchen,0
808.03,116.0,54.48,0.0,0.0,2.58,0.0,upi,Fashion,0
135.05,45.0,25.65,1.0,2.0,1.4,1.0,wallet,Grocery,1
3043.95,171.0,59.37,0.0,1.0,2.84,0.0,wallet,Grocery,0
896.99,549.0,55.58,0.0,2.0,2.38,0.0,cod,Electronics,0
585.89,232.0,85.62,0.0,0.0,4.09,0.0,card,Pharmacy,0
587.53,182.0,81.61,0.0,0.0,4.19,0.0,wallet,Grocery,0
1355.75,99.0,69.24,0.0,1.0,3.11,0.0,cod,Books,0
306.6,340.0,63.38,0.0,1.0,3.19,0.0,card,Grocery,0
2052.44,112.0,62.08,0.0,1.0,3.2,0.0,card,Books,0
1048.54,276.0,88.37,1.0,1.0,4.52,0.0,card,Fashion,0
493.66,564.0,65.05,1.0,1.0,3.47,0.0,upi,Home & Kitchen,0
